"R_Med_Tests","Units","Min","First_Q","Median","Mean","Third_Q","Max","Total_Data_Points","Num_Outlier","Outlier_Per"
"WORK LOAD","W",NA,NA,NA,NA,NA,NA,0,0,NA
"CT TEMPBON BENIGN DISEASE WO","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEP B SURFACE AB QUAL, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABDOMEN & PELVIS WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PELVIS COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"RNP AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"CULTURE RESULT, AER/ANAEROBIC","",NA,NA,NA,NA,NA,NA,0,0,NA
"VISCERAL, 3 VESSELS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA MAMMOGRAPHY DIAG RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER ABDOMEN COMP","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB CAROTID DUPLEX COMPLETE BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"BARBITURATE SCREEN, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"METHADONE SCR, UR","",NA,NA,NA,NA,NA,NA,0,0,NA
"OCCULT BLOOD, FECES, SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"PRELIM REPORT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY LIVER","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANA SCREEN ON HEP 2, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"CORONAVIRUS NL63 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BREAST BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"BLASTS","%",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 1 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"PRELIMINARY 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"COMMENT (PARASITOLOGY)","",NA,NA,NA,NA,NA,NA,0,0,NA
"PF COMMENT 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI BRAIN WO/W CONTRAST UH","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTRODUCTION FOR DNA","",NA,NA,NA,NA,NA,NA,0,0,NA
"TEST RESULT","",NA,NA,NA,NA,NA,NA,0,0,NA
"OPI/OXY CONFIRM INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"PULMONARY INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"BLOOD GAS ARTERIAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI L-SPINE, 3 SEQ, UH","",NA,NA,NA,NA,NA,NA,0,0,NA
"RHEUMAT. FACT. QUAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN TYPE (MICRO)","",NA,NA,NA,NA,NA,NA,0,0,NA
"LABEL ONLY","",NA,NA,NA,NA,NA,NA,0,0,NA
"URINE VOLUME SPOT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIG MAMMO DIAG RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS A AB TOTAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"SHOULDER 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"BASOPHILIC STIPPLING","",NA,NA,NA,NA,NA,NA,0,0,NA
"CLAVICLE RIGHT 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CEREBRAL 3 VESSELS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RENAL COLIC PELVIS W/ABD LIMITED WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NEURO PLC RAD THERPY FLD","",NA,NA,NA,NA,NA,NA,0,0,NA
"ALTERNARIA #1","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"INJECTION FOR BONE IMAGING","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE LUMBOSACRAL, 1 VIEW PORT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SCAPULA LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR FOOT RT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"OTHER","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN TYPE (CMV)","",NA,NA,NA,NA,NA,NA,0,0,NA
"SMEAR PREPARATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"COLLECTION START DATE","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM THYROID CA METS IMG LTD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BRAIN W/PRIOR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"E. COLI SHIGATOXIN 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASCULAR BONE FLOW","",NA,NA,NA,NA,NA,NA,0,0,NA
"PT NO SHOW/CANCEL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIAGNOSTIC MAMMO RIGHT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"COCCIDIOIDES, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"MISC REF TEST UNITS","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM LYMPH INJ SENTNL NODE ONLY","",NA,NA,NA,NA,NA,NA,0,0,NA
"OPHTHALMIC SURGICAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MYCOPLASMA PNEUMONIAE BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMPHET/METHAMP UR, CONFIRM","",NA,NA,NA,NA,NA,NA,0,0,NA
"EBV QUANT INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEP C GENOTYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"BARIUM ENEMA, W/AIR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US KIDNEY COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR TIBIA FIBULA RT WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIV ULTRA QUANT","copies/ mL",NA,NA,NA,NA,NA,NA,0,0,NA
"HIP 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT UROGRAM ABDOMEN & PELVIS WWO CONT W/3D RECON","",NA,NA,NA,NA,NA,NA,0,0,NA
"THERMACTINOMYCES VULGARIS","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"FOOT, 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY FNA BREAST RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"TIME AFTER DOSE GIVEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABDOMEN, 2 VIEWS, W/PA CHEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN EPILEPSY WITH CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST, ABDOMEN & PELVIS WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"TUMOR LOCALIZATION ECT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PTH-REL PEPTIDE (PTHRP)","pmol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"PROTEIN","mg/24hr",NA,NA,NA,NA,NA,NA,0,0,NA
"CUSTOM DNA EXTRACTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"SENT TO","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANA PATTERN","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANKLE 3 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PT PROGRESS NOTE","",NA,NA,NA,NA,NA,NA,0,0,NA
"RC TREATMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CLADOSPORIUM SPECIES","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"HEP B SURFACE AB, QUANT","mIU/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"ELBOW, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"ASP. GALACTOMANNAN AG","",NA,NA,NA,NA,NA,NA,0,0,NA
"QC STREP A","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS B CORE IGM AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"TIME COLLECTION, PAR","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI- GRANULOCYTE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CMV TOTAL AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR LUMBAR SPINE WWO CONTR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SINUSES PARANASAL WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HPV COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HAND 3 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SAMPLE ROUTING","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST & LIVER W/ ABD LIMITED W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US THORACENTESIS ASPIRATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PELVIS AND TRANSVAGINAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"VMA/T/HVA INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPARIN, UNFRACTIONATED","U/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB ABDOMINAL DUPLEX LTD ARTERY VEIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"MAMMS PATH CORRELATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BREAST W CONTRAST RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BIOPSY ABD OR RETRO MASS W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTIBODY ELUTION, ACID METHOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIP 1 VIEW AP L","",NA,NA,NA,NA,NA,NA,0,0,NA
"HUMERUS 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"RC EVAL ADULT","",NA,NA,NA,NA,NA,NA,0,0,NA
"TROPONIN T","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"HAND 3 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VIRAL FINAL RESULT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SER ELECT COMMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"H3N2 SUBTYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA GUIDE NEDL PLACE BRST EACH","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-B2 GPI IGM","U/ml",NA,NA,NA,NA,NA,NA,0,0,NA
"DOPPLER, DUPLEX CAROTID EXAM","",NA,NA,NA,NA,NA,NA,0,0,NA
"TOE 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"RC MEDICAL GAS/HUMIDITY","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABSCESS BODY DRAINAGE","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABDOMEN, 1 VIEW, PORTABLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SINUS (AXIAL & CORONAL) W","",NA,NA,NA,NA,NA,NA,0,0,NA
"KT/V","",NA,NA,NA,NA,NA,NA,0,0,NA
"CATE UF INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"6-ACETYLMORPHINE QUAL CONFIRM","",NA,NA,NA,NA,NA,NA,0,0,NA
"DATPOLY","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR CERVICAL SPINE WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA SURGERY SPECIMEN LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"BK VIRUS QUANT, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"INFLUENZA B PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"RIBS 3 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"SITE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRSA/MSSA","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE VENOUS DUPLEX LOWER EXTREMITY BILATERAL COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"ETHANOL(ALCOHOL) SCR, UR","",NA,NA,NA,NA,NA,NA,0,0,NA
"GC/CHLAM PROBE","",NA,NA,NA,NA,NA,NA,0,0,NA
"WRIST 3 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"HOLTER INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE CERV 4 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE LUMBOSACRAL 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"TOXOPLASM IGG AB, CSF","IU/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"SOURCE (VIRAL)","",NA,NA,NA,NA,NA,NA,0,0,NA
"US LIVER","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT ABD WITH ERECT VWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"WRIST, 4 VIEWS OR MORE","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 3 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR RT PLANNING BRAIN 3T","",NA,NA,NA,NA,NA,NA,0,0,NA
"SHOULDER 3+ VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PORT ABD LTD (ONE ORGAN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"SMEAR REVIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"CYSTATHIONINE, PLASMA","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"SHELL VIAL RESULTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT MAXILLOFACIAL, ROUTINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US GUIDANCE AMNIOCENTESIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"VRE-PCR RESULT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CULTURE RESULT, BLOOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"RHINOVIRUS/ENTEROVIRUS PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOOTER FOR DNA","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. FUMIGATUS(GR #1)","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"GENOTYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"REPOSITION GASTRIC FEED TUBE W/FLUORO","",NA,NA,NA,NA,NA,NA,0,0,NA
"US THORACENTESIS ASPIRATION W/ US & GUIDE","",NA,NA,NA,NA,NA,NA,0,0,NA
"RESULT CALLED","",NA,NA,NA,NA,NA,NA,0,0,NA
"BARTONELLA QUINTANA DNA","",NA,NA,NA,NA,NA,NA,0,0,NA
"US SCROTUM W/ DOPPLER","",NA,NA,NA,NA,NA,NA,0,0,NA
"DONOR #","",NA,NA,NA,NA,NA,NA,0,0,NA
"BREAST NEEDLE LOCAL/BX-1 SITE","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PERIPH ARTERY REST LOWER EXTREMITY BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"WRIST 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET FUSS SKULL BASE TO MID-THIGHS","",NA,NA,NA,NA,NA,NA,0,0,NA
"COOMBS DIRECT 2 ANTIGLOBULIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR SHOULDER RT WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"NEPHROSTOMY EXT/NT CONV","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX UPPER EXTREMITY BILATERAL COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"FACTOR IX INHIBITOR","Bethesda Units",NA,NA,NA,NA,NA,NA,0,0,NA
"IGE SPECIFIC AG 3","",NA,NA,NA,NA,NA,NA,0,0,NA
"ORGANIC BASE CONFIRM, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERP/COMMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CSF TUBE NUMBER","",NA,NA,NA,NA,NA,NA,0,0,NA
"OR FLUORO > 1 HOUR","",NA,NA,NA,NA,NA,NA,0,0,NA
"PAIN MGMT PT NO SHOW/CNCL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NECK THYROID W C","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CERVICAL SPINE WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE THORACIC 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"ACANTHOCYTES","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB ANKLE BRACH INDICS WITH WAVE FORM BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"PLT FACTOR 4","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN PLUS FRAMELESS STEREOTACTIC WWO","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB ABDOMINAL DUPLEX COMPLETE ARTERY VEIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT MAX'FACIAL W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"TOXOPLASMOSIS BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"BORDETELLA PERTUSSIS PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"GONOCOCCUS PROBE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR KNEE LT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"OR FLUORO <=1 HOUR","",NA,NA,NA,NA,NA,NA,0,0,NA
"FEMUR, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"URINE ELECTOPHORESIS CMNT","",NA,NA,NA,NA,NA,NA,0,0,NA
"TISSUE TRANSGLUTAMINASE IGA AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"FLU B","",NA,NA,NA,NA,NA,NA,0,0,NA
"OXYCODONE, URINE POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"PROTHROMBIN GENE MUTATION","No Units",NA,NA,NA,NA,NA,NA,0,0,NA
"US UPPER EXT NON-VASULAR LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER UPPER EXT LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CMV QUALITATIVE DNA PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"TOXO IGG INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"MAMMS, ADDITIONAL VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOOT 3 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET LUNG RESTAGE ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"GARDNERELLA VAGINALIS DNA PROBE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RECONSTRUCTION SAGITAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET HEAD AND NECK","",NA,NA,NA,NA,NA,NA,0,0,NA
"DOPPLER LOWER EXTREMITY BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERPRETATION COCCI ABS","",NA,NA,NA,NA,NA,NA,0,0,NA
"PELVIS 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHEST PA LAT & APICAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"C. DIFFICILE TOXIGENIC STRAIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIP 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PARAINFLUENZA 1 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"PARVOVIRUS B19 BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"H. PYLORI AG, FECAL EIA","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB MESENTERIC & CELIAC DUPLEX","",NA,NA,NA,NA,NA,NA,0,0,NA
"VENOGRAM UPPER EXTREM W/CATH PL","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. VERSICOL(GR#2)","",NA,NA,NA,NA,NA,NA,0,0,NA
"FASTING 8 HOURS OR MORE?","",NA,NA,NA,NA,NA,NA,0,0,NA
"TRICYCLIC ANTIDEPRESSANTS, UR CNF","",NA,NA,NA,NA,NA,NA,0,0,NA
"METHAMPHETAMINES, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"RETIC. PLATELET %, INTERP.","",NA,NA,NA,NA,NA,NA,0,0,NA
"POST MYELOGRAM CT SPINE THORACIC WITH CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US HYSTEROSONOGRAPHY","",NA,NA,NA,NA,NA,NA,0,0,NA
"B. PERTUSSIS PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"B-AMINOISOBUTYRIC ACID, P","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"L/S RATIO","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE THORACOLUMBAR 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"JAK2 V617F MUTATION, BLOOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CTA PELVIS WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"NUCLEATED RBCS","",NA,NA,NA,NA,NA,NA,0,0,NA
"COCAINE, URINE POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY ASPIRATION OR INJECTION INTERMEDIATE JOINT W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT FEMUR 2 VWS BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MAMMS OUTSIDE COMPARISON","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VEIN MAPPING UPPER EXTREMITY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US THY CLINIC, THYROID FNA","",NA,NA,NA,NA,NA,NA,0,0,NA
"OUTSIDE BODY - READ REQUEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"LABEL ONLY - REF LAB","",NA,NA,NA,NA,NA,NA,0,0,NA
"CRYPTO AG, SER","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERPRETATION (VIT A)","",NA,NA,NA,NA,NA,NA,0,0,NA
"UNSATURATED IRON BIND CAPACITY","MCG/DL",NA,NA,NA,NA,NA,NA,0,0,NA
"US BREAST RIGHT PREOP LOCALIZATION EA ADD","",NA,NA,NA,NA,NA,NA,0,0,NA
"US LIVER W/ DOPPLER","",NA,NA,NA,NA,NA,NA,0,0,NA
"US ABDOMEN LIMITED","",NA,NA,NA,NA,NA,NA,0,0,NA
"IVP, WITH TOMOGRAPHY","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY LIVER W/ US & GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"UGI W SMALL BOWEL W MX SERIAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERP HEP C GENOTYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPARIN INDUCED PLATELET, AB.","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER KIDNEY BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE, 4 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"WBC MORPHOLOGY","",NA,NA,NA,NA,NA,NA,0,0,NA
"FEMUR, 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"CLOTEST 20 MIN READING","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY RENAL RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HYPERSEGMENTED POLYS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MISC REFERRAL TEST - SENT FROM LEGACY LAB","",NA,NA,NA,NA,NA,NA,0,0,NA
"RHINOVIRUS PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NECK ADENOPATHY W C","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE ENTR SRVY STDY AP & LAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABDOMEN, 2 VIEWS, PORTABLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY MYELOGRAM LUMBOSACRAL W/INJECTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"NEPHROSTROGRAM, UNI","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM TUMOR LOCAL LIMITED","",NA,NA,NA,NA,NA,NA,0,0,NA
"INFLUENZA A PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"QC OCCULT BLOOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"LEFLUONOMIDE AS METABOLITE","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-HEPC AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANKLE 3 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"FEMUR 2 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR THORACIC SPINE WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABDOMEN & PELVIS WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"WRIST 3 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE VENOUS DUPLEX UPPER EXTREMITY LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"COLOR","",NA,NA,NA,NA,NA,NA,0,0,NA
"MICROSATELLITE INSTABILITY ANALYSIS BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LUMBAR SPINE W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PORTABLE SURGERY SPECIMEN RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ESOPHAGUS","",NA,NA,NA,NA,NA,NA,0,0,NA
"ARTERIO, FEMORAL, BI","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY SPINAL TAP & ASPIRATION W/GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"027-NAP1-BI STRAIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"SCAPULA COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY ASPIRATION OR INJECTION MAJOR JOINT W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"DATE COLLECTION, PAR","",NA,NA,NA,NA,NA,NA,0,0,NA
"HYPOCHROMIA","",NA,NA,NA,NA,NA,NA,0,0,NA
"STAGE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEEL 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"SHOULDER 3+ VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SCL-70 AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"STREPTOCOCCUS PNEUMONIA AG, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MUCIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"BCR/ABL PREVIOUS QUANT 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"BLOOD, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
